@relation testeZeroA

@attribute hu0 numeric
@attribute hu1 numeric
@attribute hu2 numeric
@attribute hu3 numeric
@attribute hu4 numeric
@attribute hu5 numeric
@attribute hu6 numeric
@attribute shp0 numeric
@attribute shp1 numeric
@attribute groups {ZERO,SETE,TRES,QUATRO,NOVE,SEIS,OITO,DEZ,UM,CINCO,DOIS,ONZE}
@attribute label {I,Aviao,Adulto,O,Casa,P,Pedra,E,DOIS,Verbo,Identidade,L,W,QUATRO,Junto,Y,U,UM,C,T,N,V,Lei,S,D,A,B,Gasolina,Palavra,Pequeno,G,SETE,F,X,CINCO,America,NOVE,Q,M,R}


@data
0.289538,0.0482589,0.00183319,0.000151268,-7.94195e-08,-3.02275e-05,-6.14455e-09,2,5,?,?
0.288668,0.0474136,0.00187382,0.000149036,-7.85994e-08,-2.94164e-05,-5.01547e-09,2,5,?,?
0.287628,0.0468731,0.00180467,0.00013884,-6.94421e-08,-2.80784e-05,2.78797e-09,3,5,?,?
0.286687,0.0464745,0.00184865,0.000141977,-7.25504e-08,-2.7695e-05,-5.20202e-09,2,5,?,?
0.287195,0.0467035,0.00188393,0.000143385,-7.44872e-08,-2.84994e-05,-2.30507e-09,3,6,?,?
0.287868,0.046843,0.00184215,0.000137559,-6.73033e-08,-2.91191e-05,1.62895e-08,4,6,?,?
0.287089,0.0461991,0.00192234,0.00014341,-7.31923e-08,-3.01554e-05,1.76823e-08,4,6,?,?
0.285263,0.045189,0.00190405,0.000138726,-6.92459e-08,-2.88287e-05,1.69834e-08,2,5,?,?
0.283485,0.0445755,0.00183587,0.000132337,-6.50612e-08,-2.63471e-05,4.67837e-09,4,5,?,?
0.260345,0.0311385,0.0016766,0.000144375,6.23121e-09,5.74757e-06,-7.07583e-08,3,6,?,?
0.255638,0.0293764,0.00121286,9.61409e-05,8.33557e-09,7.86851e-06,-3.17539e-08,2,6,?,?
0.252713,0.0283626,0.00106563,8.07341e-05,6.0038e-09,6.95026e-06,-2.29066e-08,2,6,?,?
0.252839,0.0281103,0.0011038,8.21268e-05,3.65459e-09,5.79948e-06,-2.44555e-08,2,6,?,?
0.252642,0.0276925,0.00114563,8.48936e-05,3.10877e-09,5.65104e-06,-2.62917e-08,2,6,?,?
0.252413,0.027399,0.00117162,8.35506e-05,2.61261e-09,5.44407e-06,-2.60099e-08,2,6,?,?
0.25172,0.0267979,0.00119671,8.16727e-05,2.33051e-09,5.38642e-06,-2.54269e-08,2,7,?,?
0.251928,0.0265169,0.00121232,7.98821e-05,-2.00547e-09,3.61859e-06,-2.4778e-08,1,6,?,?
0.25224,0.0265763,0.00122909,8.30608e-05,-1.58701e-09,4.00384e-06,-2.64915e-08,1,6,?,?
0.252858,0.0266736,0.00123888,8.52925e-05,-4.17502e-09,3.08414e-06,-2.74095e-08,2,6,?,?
0.253467,0.0269291,0.00126353,8.96774e-05,-2.2236e-09,3.99352e-06,-3.01048e-08,2,6,?,?
0.253103,0.0266862,0.00126038,8.90601e-05,-4.34806e-09,3.11751e-06,-2.95198e-08,2,6,?,?
0.253296,0.0266673,0.00126464,8.61282e-05,-5.22581e-09,2.72079e-06,-2.79405e-08,2,6,?,?
0.252003,0.0261911,0.0012683,8.55667e-05,-3.78869e-09,3.18616e-06,-2.79325e-08,1,6,?,?
0.25323,0.0266131,0.00126771,8.48009e-05,-4.5356e-09,2.86591e-06,-2.74318e-08,1,6,?,?
0.253944,0.0269369,0.00127394,8.74996e-05,-5.42402e-09,2.52255e-06,-2.87056e-08,2,6,?,?
0.253249,0.0266337,0.00127314,8.64679e-05,-6.4683e-09,1.98146e-06,-2.79507e-08,2,6,?,?
0.252511,0.0263094,0.00127912,8.60887e-05,-4.85678e-09,2.69488e-06,-2.81518e-08,1,6,?,?
0.252889,0.0263422,0.00125809,7.91513e-05,-6.58186e-09,1.69645e-06,-2.40943e-08,1,6,?,?
0.252117,0.0260231,0.00125623,7.81191e-05,-5.87933e-09,1.95303e-06,-2.37553e-08,1,6,?,?
0.25255,0.0261873,0.00125595,7.89436e-05,-6.11171e-09,1.96084e-06,-2.40947e-08,1,6,?,?
0.252226,0.0259924,0.00125719,7.9075e-05,-5.97276e-09,2.06067e-06,-2.42061e-08,1,6,?,?
0.252741,0.026161,0.00125426,7.76666e-05,-6.88913e-09,1.53157e-06,-2.32411e-08,1,6,?,?
0.252936,0.0262454,0.00125984,7.72364e-05,-6.40611e-09,1.77928e-06,-2.32257e-08,1,6,?,?
0.2521,0.025868,0.00125946,7.75935e-05,-7.42748e-09,1.32184e-06,-2.30914e-08,1,6,?,?
0.25192,0.0259459,0.00126291,7.94113e-05,-4.99256e-09,2.38571e-06,-2.46478e-08,1,6,?,?
0.251938,0.0258062,0.00126816,7.84729e-05,-7.29588e-09,1.39648e-06,-2.36557e-08,1,6,?,?
0.253173,0.0265123,0.00124572,7.80945e-05,-6.20952e-09,1.76276e-06,-2.35532e-08,1,6,?,?
0.249503,0.0249791,0.00123219,8.18002e-05,-9.09427e-09,3.42544e-07,-2.43255e-08,1,6,?,?
0.228449,0.014492,0.00171137,0.000119077,-2.65194e-08,-4.32824e-06,-4.67573e-08,1,6,?,?
0.227709,0.0093054,0.00266872,6.39738e-05,-8.71992e-09,-1.76724e-06,-2.49538e-08,3,6,?,?
0.228985,0.0088373,0.00272211,4.32249e-05,-5.98508e-09,-1.64588e-06,-1.35654e-08,1,6,?,?
0.230135,0.00854794,0.0028044,3.53654e-05,-6.2936e-09,-1.75591e-06,-9.18884e-09,1,6,?,?
0.230358,0.00851297,0.0028109,3.43271e-05,-6.60833e-09,-1.82861e-06,-8.36836e-09,1,6,?,?
0.229993,0.0084568,0.00277513,3.41754e-05,-6.57692e-09,-1.84236e-06,-8.21675e-09,1,6,?,?
0.230749,0.00838045,0.00277609,3.00361e-05,-7.21845e-09,-2.07833e-06,-4.80824e-09,1,6,?,?
0.231525,0.00841658,0.00263367,2.55834e-05,-6.63848e-09,-2.26159e-06,1.74853e-10,1,7,?,?
0.229764,0.00806123,0.0023777,2.03503e-05,-3.47762e-09,-1.78384e-06,2.81863e-09,3,6,?,?
0.225947,0.00821483,0.00187588,1.19301e-05,-9.02239e-10,-9.10786e-07,1.53987e-09,3,7,?,?
0.204176,0.00869609,0.00106229,1.14414e-05,1.21932e-09,4.51587e-07,-3.22944e-10,2,7,?,?
0.208862,0.0171754,2.70889e-05,8.57287e-06,1.29908e-10,1.00099e-06,1.38297e-11,1,2,?,?
0.217066,0.0206275,3.49656e-05,2.29527e-06,5.3361e-12,1.58476e-07,-1.98578e-11,1,1,?,?
0.21858,0.0210494,0.000154714,2.26945e-05,1.2661e-09,3.14182e-06,-4.53196e-10,1,1,?,?
0.218267,0.0206063,0.000242951,4.27137e-05,4.18668e-09,6.00038e-06,-1.18522e-09,1,3,?,?
0.216811,0.019856,0.00025615,4.40587e-05,4.46638e-09,6.0628e-06,-1.39958e-09,1,3,?,?
0.217708,0.020148,0.000242707,4.23091e-05,4.06063e-09,5.86969e-06,-1.37584e-09,1,4,?,?
0.218092,0.0203128,0.000230609,4.04944e-05,3.71973e-09,5.67732e-06,-1.21514e-09,1,4,?,?
0.22054,0.0213031,0.000224367,4.10646e-05,3.73632e-09,5.89896e-06,-1.25567e-09,1,4,?,?
0.223271,0.0225216,0.000183143,3.30015e-05,2.41471e-09,4.8803e-06,-8.66992e-10,1,4,?,?
0.223742,0.0227286,0.000183665,3.30463e-05,2.41986e-09,4.9053e-06,-8.7892e-10,1,4,?,?
0.223461,0.0225829,0.000195745,3.61655e-05,2.86242e-09,5.34638e-06,-1.03236e-09,1,4,?,?
0.222889,0.02234,0.000188633,3.44106e-05,2.60748e-09,5.0692e-06,-9.41786e-10,1,3,?,?
0.223581,0.0225791,0.000188631,3.44094e-05,2.57732e-09,5.06513e-06,-1.02099e-09,1,4,?,?
0.224309,0.022925,0.000178963,3.29699e-05,2.35086e-09,4.88853e-06,-9.41944e-10,1,4,?,?
0.22523,0.0218125,0.000217395,3.41129e-05,9.62825e-10,4.09195e-06,-2.7754e-09,1,4,?,?
0.225718,0.0216035,0.000231705,3.48798e-05,3.57819e-10,3.84506e-06,-3.11517e-09,1,4,?,?
0.226953,0.0217505,0.000238527,3.30768e-05,-4.18683e-10,3.19111e-06,-2.90803e-09,1,4,?,?
0.227455,0.0216392,0.000246438,3.24e-05,-1.00867e-09,2.68526e-06,-2.71376e-09,1,4,?,?
0.227351,0.0212675,0.000276749,3.55467e-05,-1.43837e-09,2.83796e-06,-3.21891e-09,1,3,?,?
0.226414,0.0211184,0.000281045,3.85894e-05,-7.48516e-10,3.63171e-06,-3.94841e-09,1,3,?,?
0.225602,0.0207719,0.000297873,4.1601e-05,-4.07891e-10,4.18821e-06,-4.61296e-09,1,3,?,?
0.225263,0.0207646,0.000292481,4.13078e-05,-5.67986e-12,4.379e-06,-4.54043e-09,1,3,?,?
0.224914,0.0204569,0.000310386,4.35509e-05,-1.61354e-10,4.52022e-06,-5.06088e-09,1,3,?,?
0.224281,0.0201825,0.000321816,4.43855e-05,-1.07882e-10,4.64006e-06,-5.30366e-09,1,3,?,?
0.224219,0.0199352,0.000341127,4.62257e-05,-4.23707e-10,4.68424e-06,-5.78927e-09,1,3,?,?
0.223844,0.0199154,0.000338123,4.66431e-05,1.97413e-11,4.92464e-06,-5.85754e-09,1,3,?,?
0.223647,0.0198644,0.000337708,4.67195e-05,1.60512e-10,5.00698e-06,-5.86618e-09,1,3,?,?
0.223413,0.0194523,0.000367973,4.91122e-05,-4.14635e-10,4.97814e-06,-6.58921e-09,1,4,?,?
0.223069,0.0193502,0.000370121,4.90025e-05,-2.09195e-10,5.07345e-06,-6.59601e-09,1,4,?,?
0.22287,0.0193113,0.00037517,4.98706e-05,6.56202e-11,5.26129e-06,-6.82121e-09,1,4,?,?
0.222648,0.0194962,0.000364847,5.04513e-05,9.83273e-10,5.65851e-06,-6.77385e-09,1,4,?,?
0.22269,0.0191596,0.000379891,5.07704e-05,-6.54266e-11,5.31554e-06,-7.05062e-09,1,4,?,?
0.222354,0.0193542,0.000357053,4.88872e-05,7.59883e-10,5.40605e-06,-6.41405e-09,1,4,?,?
0.222083,0.0189885,0.000382362,5.12528e-05,3.50386e-10,5.47057e-06,-7.16632e-09,1,4,?,?
0.221864,0.0189576,0.000384881,5.27427e-05,7.68716e-10,5.74367e-06,-7.47519e-09,1,4,?,?
0.221863,0.0187784,0.000399097,5.16202e-05,1.66138e-10,5.43917e-06,-7.4073e-09,1,4,?,?
0.221714,0.0190663,0.000378878,5.1783e-05,1.33462e-09,5.8655e-06,-7.12937e-09,1,4,?,?
0.22173,0.0187172,0.000405085,5.26144e-05,4.0344e-10,5.61664e-06,-7.6706e-09,1,4,?,?
0.221459,0.0188552,0.000378027,5.27859e-05,1.01607e-09,5.85663e-06,-7.387e-09,1,4,?,?
0.221732,0.0189173,0.000377781,5.08395e-05,6.64225e-10,5.54289e-06,-7.01429e-09,1,4,?,?
0.222131,0.0189582,0.000386884,5.14095e-05,3.57678e-10,5.4928e-06,-7.24146e-09,1,4,?,?
0.222163,0.0191682,0.000366299,4.99978e-05,7.3276e-10,5.52592e-06,-6.7264e-09,1,4,?,?
0.222499,0.0193397,0.000355824,4.78717e-05,5.89016e-10,5.26269e-06,-6.2201e-09,1,4,?,?
0.222544,0.0194421,0.000350895,4.68825e-05,8.11033e-10,5.27152e-06,-5.95824e-09,1,4,?,?
0.222829,0.0198436,0.000315704,4.33878e-05,9.73727e-10,5.01026e-06,-4.98375e-09,1,4,?,?
0.223341,0.0200336,0.00031267,4.27553e-05,9.10973e-10,4.96834e-06,-4.85877e-09,1,3,?,?
0.223586,0.0200524,0.000318686,4.20298e-05,7.36718e-10,4.83098e-06,-4.80815e-09,1,3,?,?
0.22332,0.0200803,0.000316412,4.32515e-05,1.17226e-09,5.12449e-06,-4.92207e-09,1,3,?,?
0.223181,0.0200159,0.000312639,4.34074e-05,1.09687e-09,5.10966e-06,-4.9363e-09,1,3,?,?
0.222982,0.019707,0.000331182,4.46384e-05,7.95252e-10,5.07634e-06,-5.36888e-09,1,3,?,?
0.222733,0.0196935,0.000335458,4.52376e-05,1.26866e-09,5.33351e-06,-5.4264e-09,1,3,?,?
0.222141,0.0194933,0.000338958,4.60436e-05,1.47591e-09,5.45155e-06,-5.55953e-09,1,4,?,?
0.22145,0.0192085,0.000363225,5.17286e-05,2.36398e-09,6.233e-06,-6.68493e-09,1,4,?,?
0.220416,0.0188793,0.000361605,5.26736e-05,2.66542e-09,6.35035e-06,-6.76325e-09,1,3,?,?
0.219776,0.0184334,0.000358974,5.02548e-05,1.29773e-09,5.55028e-06,-6.62399e-09,1,3,?,?
0.218764,0.0178862,0.000414346,6.13e-05,2.20486e-09,6.67915e-06,-9.51743e-09,1,4,?,?
0.215274,0.0164318,0.000510155,7.066e-05,5.03364e-09,7.77235e-06,-1.24355e-08,1,4,?,?
0.208567,0.0142081,0.000513108,6.61167e-05,6.62811e-09,7.01584e-06,-1.02161e-08,1,3,?,?
0.20482,0.0128288,0.000595901,7.3618e-05,9.97995e-09,7.47395e-06,-1.17539e-08,1,3,?,?
0.203999,0.012282,0.000736855,8.80264e-05,1.44812e-08,8.28345e-06,-1.71141e-08,1,4,?,?
0.205268,0.0123393,0.000879336,0.000101701,1.81672e-08,9.07904e-06,-2.43911e-08,1,3,?,?
0.20378,0.011794,0.000894433,9.38341e-05,1.64156e-08,8.07056e-06,-2.16681e-08,1,3,?,?
0.202655,0.0119622,0.000833848,9.15748e-05,2.03188e-08,9.0898e-06,-1.50829e-08,1,4,?,?
0.202535,0.0123926,0.000685067,8.0188e-05,1.65398e-08,8.63812e-06,-8.92565e-09,1,4,?,?
0.206435,0.0139013,0.000731399,0.000101736,2.54601e-08,1.18443e-05,-1.10425e-08,1,4,?,?
0.20684,0.0139308,0.000754875,0.000108341,2.83337e-08,1.26347e-05,-1.25363e-08,1,4,?,?
0.206905,0.0139945,0.000789893,0.000116223,3.26479e-08,1.36002e-05,-1.31976e-08,1,4,?,?
0.206509,0.0136997,0.000810681,0.000117065,3.28938e-08,1.34861e-05,-1.47839e-08,1,3,?,?
0.205967,0.0134801,0.000761287,0.00010513,2.62551e-08,1.19056e-05,-1.39729e-08,1,3,?,?
0.20626,0.0130808,0.000719433,9.86424e-05,1.89299e-08,1.04841e-05,-1.8226e-08,1,4,?,?
0.208783,0.0135081,0.000690964,9.7885e-05,9.87523e-09,9.35133e-06,-2.34632e-08,1,3,?,?
0.215113,0.0148294,0.000709825,0.000111069,-8.76135e-09,7.34701e-06,-2.99303e-08,1,3,?,?
0.219364,0.0164989,0.00067391,0.000112867,-1.39421e-08,6.70749e-06,-2.78312e-08,1,3,?,?
0.223018,0.0170394,0.000714426,0.000123887,-2.84293e-08,3.94105e-06,-2.34565e-08,1,3,?,?
0.224161,0.0173895,0.000693522,0.000123771,-2.93687e-08,3.40409e-06,-2.12707e-08,1,4,?,?
0.224691,0.0177219,0.000665628,0.000117196,-2.67406e-08,3.11591e-06,-1.88781e-08,1,4,?,?
0.224551,0.0179701,0.00063533,0.000113677,-2.26677e-08,4.10236e-06,-2.04806e-08,1,4,?,?
0.224748,0.0180436,0.000629533,0.000114054,-2.27495e-08,4.09483e-06,-2.04074e-08,1,4,?,?
0.225041,0.0178242,0.000664156,0.000118335,-2.7052e-08,3.31977e-06,-1.92026e-08,1,4,?,?
0.225238,0.0177218,0.000661356,0.000120489,-2.90894e-08,2.86914e-06,-1.76252e-08,1,4,?,?
0.225181,0.0178249,0.000652805,0.000117849,-2.74428e-08,2.99583e-06,-1.7758e-08,1,4,?,?
0.22574,0.0178719,0.000662408,0.000120025,-2.95921e-08,2.46541e-06,-1.64214e-08,1,3,?,?
0.226415,0.0182539,0.000622171,0.000116976,-2.8406e-08,1.74691e-06,-1.37463e-08,1,4,?,?
0.227085,0.0182294,0.000625824,0.000123245,-3.25437e-08,6.82178e-07,-1.06039e-08,1,4,?,?
0.227395,0.0183534,0.000629878,0.000123418,-3.28621e-08,5.12248e-07,-1.02081e-08,1,4,?,?
0.227459,0.0183434,0.000640294,0.000123119,-3.31163e-08,3.84386e-07,-9.91282e-09,1,4,?,?
0.227198,0.01863,0.000588065,0.000115875,-2.77105e-08,1.53745e-06,-1.21271e-08,1,4,?,?
0.227649,0.0181255,0.000667169,0.000127634,-3.63467e-08,-2.07508e-07,-8.13007e-09,1,4,?,?
0.227058,0.0183787,0.000627965,0.000118322,-3.01556e-08,1.0324e-06,-1.14406e-08,1,4,?,?
0.227454,0.0181803,0.000648736,0.000124773,-3.42692e-08,2.62002e-07,-9.26273e-09,1,4,?,?
0.227774,0.0181701,0.000650206,0.000126382,-3.55842e-08,-4.20925e-07,-6.80446e-09,1,4,?,?
0.227708,0.0184342,0.000634568,0.000119285,-3.16499e-08,1.98444e-07,-8.68009e-09,1,4,?,?
0.227529,0.0186792,0.000595008,0.000113201,-2.76646e-08,8.27381e-07,-9.8893e-09,1,4,?,?
0.227716,0.018694,0.000587631,0.000110749,-2.71284e-08,3.37187e-07,-7.89161e-09,1,4,?,?
0.228454,0.0193029,0.000527077,7.69967e-05,-1.54986e-08,-1.33023e-06,6.24065e-10,1,3,?,?
0.238361,0.0244474,0.000118621,4.23739e-05,1.89348e-09,-4.56156e-06,-2.33238e-09,1,3,?,?
0.26458,0.0365251,0.000159187,0.000124584,-1.08534e-08,1.82382e-05,1.37849e-08,1,3,?,?
0.267376,0.0366326,0.000333283,7.56673e-05,1.3837e-09,9.17686e-06,-1.19363e-08,1,3,?,?
0.296225,0.0358316,0.00105731,0.000325658,-1.82103e-07,2.20079e-05,-5.79208e-08,2,3,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0.173295,0.00291355,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0.164995,0.000320989,2.04075e-05,4.37487e-07,1.05764e-12,-6.11924e-09,7.6823e-13,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0.165926,0,0,0,0,0,0,0,0,?,?
0.164683,0.000352634,4.34251e-05,8.224e-07,3.38509e-12,-1.37685e-08,3.56303e-12,0,0,?,?
0.167338,0.00119354,9.04616e-05,1.00011e-06,-6.59395e-12,-3.09047e-08,6.85645e-12,0,0,?,?
0.165926,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0.165741,0.000309499,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0.16875,0.00140625,0,0,0,0,0,0,0,?,?
0.164176,1.7422e-05,7.41807e-06,3.00653e-07,4.48998e-13,-1.25492e-09,4.8518e-20,0,0,?,?
0.165356,0.000550507,0.000102565,6.34524e-07,7.14795e-13,-1.45888e-08,5.06868e-12,0,0,?,?
0,0,0,0,0,0,0,0,0,?,?
0.167491,0.0011342,7.7146e-06,3.28531e-07,3.05252e-13,-7.09859e-09,-4.24706e-13,0,0,?,?
0.469933,0.175694,0.0526688,0.0423608,0.00200089,0.0177537,-2.42021e-06,0,0,?,?
0.267037,0.0417037,0.00214376,0.000179552,-9.27715e-08,-3.36829e-05,-6.1667e-08,1,1,?,?
0.214473,0.0177388,0.00106028,9.84864e-05,1.09143e-08,-3.99586e-07,-2.98954e-08,1,1,?,?
0.2187,0.0180763,0.000685642,0.000266935,1.14128e-07,3.48293e-05,-3.99223e-09,2,2,?,?
0.227933,0.0178567,0.000167563,9.58551e-05,5.7062e-09,1.2171e-05,-1.07246e-08,2,3,?,?
0.228278,0.0122049,0.00105301,1.93253e-06,8.69229e-11,9.64011e-08,-6.66437e-12,2,3,?,?
0.229062,0.0148833,0.000782169,7.17375e-06,-4.45324e-10,-8.03731e-07,-3.00745e-10,1,4,?,?
0.247511,0.0207923,0.000484559,2.84171e-06,8.83615e-11,2.42513e-08,-5.75479e-11,1,4,?,?
0.260248,0.0257948,0.000458015,3.15797e-05,3.39329e-09,4.63977e-06,-1.70591e-09,2,4,?,?
0.269342,0.0296149,0.000342614,9.82021e-05,1.15923e-08,1.68471e-05,-1.37871e-08,2,4,?,?
0.27361,0.0306415,0.000542034,0.000181748,3.9615e-08,3.1174e-05,-4.10463e-08,2,4,?,?
0.279594,0.0322126,0.000948856,0.000298031,1.25621e-07,5.2921e-05,-9.66306e-08,2,4,?,?
0.282027,0.0326143,0.00117436,0.000366146,1.87422e-07,6.42975e-05,-1.50061e-07,2,4,?,?
0.288621,0.034706,0.00165987,0.000520494,3.97984e-07,9.46552e-05,-2.75074e-07,2,4,?,?
0.291343,0.03573,0.00196982,0.000605467,5.44559e-07,0.000110852,-3.75063e-07,2,4,?,?
0.290508,0.0353745,0.00229549,0.000711425,7.77738e-07,0.000130952,-4.7081e-07,2,4,?,?
0.287449,0.0341613,0.00203755,0.0005454,4.59171e-07,9.70897e-05,-3.46013e-07,2,4,?,?
0.271435,0.0287609,0.000924965,0.000147014,9.28925e-09,1.69139e-05,-5.34107e-08,2,4,?,?
0.257174,0.0247536,0.000286448,4.53253e-05,-4.65824e-09,-5.42382e-06,2.23013e-09,2,4,?,?
0.244506,0.0207591,0.000123189,9.10671e-05,4.72767e-09,-7.28248e-06,8.40753e-09,2,3,?,?
0.240179,0.0208258,0.000224096,9.45211e-05,6.67304e-10,-8.42554e-06,1.37404e-08,1,3,?,?
0.239444,0.0229546,0.000645288,0.000100669,-2.56549e-08,-1.51352e-05,3.87481e-10,1,3,?,?
0.245366,0.0257205,0.00106135,0.000141242,-5.33361e-08,-2.2017e-05,-1.20742e-08,1,3,?,?
0.23838,0.0227436,0.00103856,0.000135187,-4.64566e-08,-1.89683e-05,-2.01908e-08,1,3,?,?
0.238749,0.0224693,0.000723326,0.000110567,-3.12602e-08,-1.65087e-05,7.18269e-10,1,3,?,?
0.238528,0.0218171,0.000574252,0.00010289,-2.34196e-08,-1.50665e-05,8.77538e-09,1,3,?,?
0.23801,0.0211945,0.000442522,9.65682e-05,-1.4516e-08,-1.2954e-05,1.37038e-08,1,3,?,?
0.235766,0.0200175,0.000416407,9.23083e-05,-1.28888e-08,-1.21458e-05,1.27043e-08,1,3,?,?
0.234739,0.0194453,0.00042722,9.04297e-05,-1.45042e-08,-1.22524e-05,1.0274e-08,1,3,?,?
0.233778,0.0180149,0.000462146,0.000107487,-1.48902e-08,-1.24826e-05,1.8767e-08,1,3,?,?
0.237004,0.0169498,0.000646132,0.000189762,-6.97591e-09,-1.02758e-05,6.60798e-08,1,3,?,?
0.238923,0.0162332,0.000774331,0.000259012,1.38772e-08,-5.4619e-06,1.15163e-07,1,3,?,?
0.245661,0.019635,0.000678298,0.000232591,-2.02039e-09,-1.11381e-05,9.23626e-08,1,3,?,?
0.244379,0.0228453,0.000322954,9.91651e-05,-9.97146e-09,-1.29403e-05,1.468e-08,1,3,?,?
0.237385,0.0218509,0.00015193,3.65344e-05,-2.28843e-09,-5.10618e-06,1.47374e-09,1,3,?,?
0.231325,0.0198665,0.00019244,2.55356e-05,-1.78046e-09,-1.6129e-06,-1.85145e-10,1,3,?,?
0.229698,0.0182068,0.000213509,1.76129e-05,-8.22655e-10,-1.7378e-06,6.99855e-10,3,3,?,?
0.2316,0.0175309,0.000254295,1.79102e-05,3.4865e-11,-2.28651e-06,1.2082e-09,2,3,?,?
0.234808,0.0181348,0.000129396,2.98775e-05,1.72853e-09,-3.46314e-06,6.80624e-10,2,3,?,?
0.237895,0.0195734,2.36524e-05,5.49514e-05,1.82473e-09,-4.15165e-06,7.71431e-10,1,3,?,?
0.240731,0.0208557,8.62471e-05,9.18929e-05,1.35259e-09,-6.05312e-06,8.0682e-09,1,3,?,?
0.24093,0.0211894,0.000156455,0.000100753,-5.24831e-11,-7.04275e-06,1.26496e-08,1,3,?,?
0.241933,0.0216477,0.000189617,0.000102749,-1.62043e-09,-8.21099e-06,1.425e-08,1,3,?,?
0.241274,0.0216437,0.0001632,9.30248e-05,-1.58212e-09,-7.99895e-06,1.13522e-08,1,3,?,?
0.238872,0.0211025,0.00012133,6.71199e-05,-1.65167e-09,-7.74111e-06,5.82751e-09,1,3,?,?
0.236252,0.0206785,0.000127616,6.04817e-05,-1.24277e-09,-6.98602e-06,5.16622e-09,1,3,?,?
0.232649,0.0233699,0.000340667,4.52115e-05,-4.18148e-09,-6.60572e-06,3.74142e-09,1,3,?,?
0.185907,0.00671885,0.000309156,4.92664e-05,5.30411e-09,1.02762e-06,2.97234e-09,3,3,?,?
0.191964,0.00964605,0,0,0,0,0,0,0,?,?
0.166447,0.000810938,6.94024e-05,1.09757e-06,3.27088e-14,-3.11373e-08,9.57931e-12,0,0,?,?
0.17457,0.00351474,9.88756e-05,2.22269e-06,-2.4325e-11,-3.84662e-08,-2.22269e-11,0,0,?,?
0.185096,0.00707863,0,0,0,0,0,0,0,?,?
0.171734,0.00177595,0.000362031,2.04332e-06,5.55735e-11,8.05653e-08,-3.74697e-13,0,0,?,?
0.165509,0.000387142,0,0,0,0,0,0,0,?,?
0.17363,0.00323924,3.03706e-05,1.03734e-06,-2.97999e-12,-5.86502e-08,5.00207e-12,0,0,?,?
0.17363,0.00323924,3.03706e-05,1.03734e-06,-2.97999e-12,-5.86502e-08,5.00207e-12,0,0,?,?
0.168853,0.00145945,0.000233302,8.67319e-07,-1.07505e-11,3.34907e-09,-6.05329e-12,0,0,?,?
0.166841,0.000642673,0.000232673,1.9235e-07,-1.0117e-12,4.79817e-10,-7.95197e-13,0,0,?,?
0.170126,0.00142042,0.000461628,9.24119e-07,1.90131e-11,2.52028e-08,1.67754e-12,0,0,?,?
0.166134,0.000571144,0.000208452,3.24113e-07,1.49651e-12,-6.10709e-09,-2.20405e-12,0,0,?,?
0.170656,0.00116395,0.000446179,1.01264e-06,-1.79801e-11,-3.21109e-08,-1.18335e-11,0,0,?,?
0.167985,0.000948605,0.000346394,2.15004e-08,-1.39909e-14,6.54275e-10,5.69828e-14,0,0,?,?
0.168799,0.00106122,0.000392798,1.12486e-07,2.55976e-13,-1.07337e-09,-7.02527e-13,0,0,?,?
0.167985,0.000948605,0.000346394,2.15004e-08,-1.39909e-14,6.54275e-10,5.69828e-14,0,0,?,?
0.167089,0.0010472,6.1173e-05,8.82668e-07,-3.02694e-12,-2.8293e-08,-5.73634e-12,0,0,?,?
0.166049,0.000653395,0.000182931,7.27883e-07,-3.26128e-12,-1.34548e-08,7.74015e-12,0,0,?,?
